"STATION","NAME","DATE","DP10","DT32","DX90","PRCP","TAVG","TMAX","TMIN"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2019-05","4","4","0","2.49","51.6","63.8","39.3"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2019-06","6","0","5","1.97","64.4","79.1","49.7"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2019-07","3","0","14","1.41","73.1","88.3","57.9"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2019-08","2","0","13","0.71","73.1","88.3","58.0"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2019-09","1","0","4","0.32","68.7","84.0","53.3"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2019-10","3","19","0","0.82","43.1","58.1","28.2"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2019-11","2","27","0","0.90","37.6","50.5","24.7"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2019-12","2","28","0","0.32","34.4","46.8","22.1"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2020-01","0","31","0","0.09","34.2","47.8","20.5"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2020-02","4","28","0","0.62","30.1","41.8","18.4"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2020-03","3","23","0","0.99","43.2","56.7","29.7"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2020-04","3","11","0","0.86","47.2","61.7","32.8"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2020-05","1","1","0","1.15","59.2","74.1","44.3"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2020-06","1","0","9","0.79","69.5","85.6","53.5"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2020-07","6","0","17","1.53","74.2","89.2","59.1"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2020-08","5","0","21","2.75","74.0","89.6","58.3"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2020-09","2","3","5","0.35","63.7","78.7","48.7"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2020-10","1","10","0","0.25","51.0","66.8","35.2"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2020-11","0","22","0","0.01","43.1","58.7","27.4"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2020-12","1","30","0","0.52","33.7","46.7","20.6"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2021-01","3","30","0","0.57","31.6","43.6","19.7"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2021-02","3","27","0","0.84","26.2","38.1","14.3"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2021-03","5","27","0","1.40","39.9","52.0","27.8"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2021-04","2","15","0","0.75","46.9","61.0","32.8"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2021-05","9","0","0","3.98","55.9","67.8","44.0"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2021-06","6","0","9","2.15","69.6","83.9","55.3"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2021-07","7","0","7","3.27","72.6","85.8","59.3"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2021-08","1","0","20","0.20","74.0","89.2","58.8"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2021-09","5","0","5","0.95","68.0","83.2","52.7"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2021-10","1","6","0","0.26","53.1","67.7","38.5"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2021-11","0","17","0","0.03","46.0","60.7","31.2"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2021-12","0","20","0","0.07","40.4","55.1","25.7"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2022-01","1","29","0","0.23","34.1","48.6","19.7"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2000-01","5","0","0","2.13","56.2","67.5","44.9"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2000-02","11","0","0","10.58","56.8","64.6","49.1"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2000-03",,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2000-04","3","0","0","3.73","59.7","69.0","50.3"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2000-05","0","0","0","0.05","62.7","71.8","53.5"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2000-06","0","0","0","0.16","64.8","72.1","57.5"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2000-07","0","0","0","0.06","65.1","74.0","56.2"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2000-08","0","0","0","0.07","66.1","74.2","58.0"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2000-09","0","0","0","0.12","64.9","74.5","55.3"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2000-10","3","0","0","1.44","59.6","68.1","51.1"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2000-11","0","5","0","0.00","52.0","65.7","38.2"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2000-12","1","4","0","0.31","51.8","65.7","38.0"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2001-01","6","4","0","8.04","49.6","61.8","37.4"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2001-02","11","0","0","5.66","51.0","59.9","42.0"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2001-03",,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2001-04","3","0","0","1.05","54.2","63.8","44.6"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2001-05","0","0","0","0.07","60.5","67.2","53.8"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2001-06","0","0","0","0.00","63.5","72.0","55.0"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2001-07","0","0","0","0.04","63.8","71.3","56.2"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2001-08","0","0","0","0.00","63.8","72.0","55.6"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2001-09","0","0","0","0.00","64.4","72.8","56.1"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2001-10","1","0","0","0.54","60.2","68.2","52.3"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2001-11","4","0","0","3.91","57.0","66.4","47.5"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2001-12","6","1","0","2.10","51.2","61.9","40.5"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2002-01","2","6","0","1.43","49.3","61.4","37.3"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2002-02","1","3","0","0.43","52.9","66.5","39.3"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2002-03","2","0","0","0.44","52.9","63.7","42.0"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2002-04","0","0","0","0.09","55.1","64.4","45.8"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2002-05","0","0","0","0.08","57.8","67.6","48.0"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2002-06","0","0","0","0.01","61.6","69.4","53.8"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2002-07","0","0","0","0.00","64.5","71.6","57.3"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2002-08","0","0","0","0.00","63.0","71.2","54.7"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2002-09","1","0","0","0.18","63.4","72.8","53.9"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2002-10","0","0","0","0.01","57.6","67.3","47.9"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2002-11","3","0","0","5.72","57.4","70.2","44.6"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2002-12","7","0","0","5.81","52.0","62.0","42.1"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2003-01","0","0","0","0.00","56.3","68.8","43.8"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2003-02","5","0","0","2.63","53.2","64.0","42.5"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2003-03","1","0","0","4.86","55.9","66.7","45.1"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2003-04","2","0","0","1.19","55.5","65.4","45.6"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2003-05","2","0","0","1.74","59.1","67.8","50.4"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2003-06","0","0","0","0.00","61.9","69.1","54.7"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2003-07","0","0","0","0.00","67.0","75.5","58.5"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2003-08","0","0","0","0.00","67.0","77.8","56.2"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2003-09","0","0","0","0.00","64.0","71.6","56.4"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2003-10","1","0","1","0.86","61.9","72.8","51.0"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2003-11","3","1","0","0.84","53.8","65.9","41.7"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2003-12","4","4","0","2.52","50.6","62.7","38.4"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2004-01","1","1","0","0.48","50.4","62.6","38.1"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2004-02","5","3","0","4.91","50.9","62.0","39.8"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2004-03","1","0","0","0.50","58.1","67.7","48.5"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2004-04","0","0","1","0.00","59.2","70.0","48.5"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2004-05","0","0","0","0.00","62.0","74.0","50.0"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2004-06","0","0","0","0.00","61.7","69.9","53.4"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2004-07","0","0","0","0.00","64.3","73.1","55.5"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2004-08","0","0","0","0.00","64.5","73.1","56.0"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2004-09","0","0","1","0.00","66.5","78.2","54.8"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2004-10","7","0","0","3.43","59.5","69.5","49.4"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2004-11","0","2","0","0.08","53.3","65.9","40.8"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2004-12","7","6","0","6.27","51.0","63.6","38.4"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2005-01","8","0","0","9.55","52.9","62.3","43.4"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2005-02","9","0","0","6.44","54.7","63.2","46.1"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2005-03","6","1","0","3.60","56.0","64.3","47.7"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2005-04","2","0","0","0.88","56.3","67.3","45.3"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2005-05","2","0","0","0.94","61.7","71.2","52.1"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2005-06","0","0","0","0.00","61.8","71.2","52.5"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2005-07","0","0","0","0.00","64.6","71.9","57.3"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2005-08","0","0","0","0.00","65.3","73.5","57.1"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2005-09","0","0","2","0.04","61.5","72.9","50.1"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2005-10","2","0","0","0.89","59.7","70.9","48.5"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2005-11","1","0","0","1.94","58.3","72.0","44.5"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2005-12","2","1","0","2.38","53.9","65.4","42.3"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2006-01","3","2","0","2.21","52.5","65.4","39.6"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2006-02","3","1","0","1.09","53.4","66.3","40.5"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2006-03","9","0","0","3.86","50.9","60.5","41.2"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2006-04","5","0","0","4.86","55.8","63.2","48.5"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2006-05","2","0","1","1.13","60.6","68.2","53.1"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2006-06","0","0","2","0.00","65.1","73.9","56.2"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2006-07","0","0","1","0.00","68.7","77.4","59.9"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2006-08","0","0","0","0.02","65.9","74.6","57.2"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2006-09","0","0","0","0.00","63.5","73.4","53.6"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2006-10","1","0","0","0.14","59.9","72.2","47.6"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2006-11","2","1","0","0.27","58.2","72.7","43.7"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2006-12","2","11","0","0.98","51.3","66.0","36.6"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2007-01","3","13","0","2.57","49.1","63.3","34.8"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2007-02","6","0","0","2.02","53.9","65.2","42.6"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2007-03","0","0","0","0.03","56.7","67.1","46.2"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2007-04","2","0","0","1.11","56.3","66.1","46.5"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2007-05","0","0","1","0.00","58.2","67.4","49.0"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2007-06","0","0","0","0.00","61.2","70.0","52.3"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2007-07","0","0","0","0.00","66.0","74.6","57.3"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2007-08","0","0","0","0.00","65.8","74.5","57.2"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2007-09","1","0","0","0.20","62.8","73.5","52.1"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2007-10","1","0","1","0.29","60.8","73.9","47.6"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2007-11","0","0","0","0.00","54.8","65.5","44.1"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2007-12","3",,,"2.17",,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2008-01","9","0","0","10.44","50.3","60.9","39.8"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2008-02","5","0","0","1.99","52.3","63.1","41.5"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2008-03","0","0","0","0.01","56.3","68.8","43.8"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2008-04","1","0","2","0.11","57.5","70.1","44.8"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2008-05","0","0","0","0.10","58.9","68.9","49.0"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2008-06","0","0","2","0.00","64.8","74.9","54.7"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2008-07","0","0","0","0.00","66.5","73.8","59.3"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2008-08","0","0","0","0.00","67.4","74.0","60.7"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2008-09","0","0","0","0.00","65.4","73.9","56.9"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2008-10","0","0","3","0.04","62.5","76.8","48.2"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2008-11","6","0","0","1.80","59.4","72.2","46.6"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2008-12","3","2","0","2.12","51.2","62.4","40.1"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2009-01","3","1","0","0.63","53.7","67.9","39.4"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2009-02","7","0","0","3.78","52.4","63.4","41.5"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2009-03","3","0","0","0.67","54.1","64.8","43.4"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2009-04","2","0","1","0.54","56.7","68.7","44.8"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2009-05","0","0","2","0.00","62.8","72.0","53.5"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2009-06","1","0","0","0.51","62.0","69.7","54.4"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2009-07","0","0","0","0.00","64.5","72.6","56.5"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2009-08","0","0","0","0.00","64.6","73.7","55.5"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2009-09","0","0","0","0.00","67.1","76.3","58.0"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2009-10","2","0","0","3.63","62.4","73.0","51.9"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2009-11","0","0","0","0.00","56.4","69.7","43.1"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2009-12","5","1","0","3.44","51.0","61.7","40.4"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2010-01","8","0","0","5.99","53.8","64.6","43.0"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2010-02","7","0","0","4.57","54.2","63.6","44.9"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2010-03","2","0","0","0.65","56.3","67.4","45.2"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2010-04","4","0","0","2.34","55.9","64.6","47.2"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2010-05","1","0","0","0.14","60.6","70.5","50.7"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2010-06","0","0","0","0.00","60.5","67.0","53.9"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2010-07","0","0","0","0.00","63.1","70.4","55.9"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2010-08","0","0","0","0.00","62.1","70.5","53.7"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2010-09","0","0","1","0.00","62.2","71.9","52.6"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2010-10","4","0","0","2.56","62.1","70.1","54.2"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2010-11","3","1","0","1.07","55.2","67.4","43.0"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2010-12","9","0","0","10.15","53.3","62.0","44.6"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2011-01","3","0","0","1.19","53.7","66.3","41.1"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2011-02","5","0","0","3.80","50.4","61.3","39.5"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2011-03","6","0","0","7.50","56.0","66.1","46.0"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2011-04","0","0","0","0.01","58.6","68.5","48.7"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2011-05","4","0","0","0.55","59.2","69.2","49.3"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2011-06","2","0","0","1.43","60.1","67.1","53.0"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2011-07","0","0","0","0.00","65.0","72.3","57.7"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2011-08","0","0","0","0.00","63.8","71.5","56.1"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2011-09","0","0","0","0.00","62.9","70.5","55.3"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2011-10","1","0","1","0.83","61.6","71.5","51.7"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2011-11","4","0","0","3.03","54.7","66.1","43.2"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2011-12","2","3","0","1.09","49.9","63.6","36.3"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2012-01","2","0","0","2.09","52.8","66.7","38.9"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2012-02","0","0","0","0.08","53.4","65.1","41.7"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2012-03","3","0","0","2.28","52.5","63.2","41.8"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2012-04","5","0","0","2.22","55.4","64.7","46.1"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2012-05","0","0","0","0.00","60.3","70.1","50.6"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2012-06","0","0","0","0.00","61.6","69.5","53.8"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2012-07","0","0","0","0.00","63.4","70.7","56.1"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2012-08","0","0","0","0.02","67.1","75.7","58.5"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2012-09","0","0","0","0.08","66.5","75.3","57.6"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2012-10","0","0","0","0.04","63.7","76.0","51.4"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2012-11","5","0","1","1.93","58.5","68.5","48.6"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2012-12","10","2","0","4.01","52.6","62.1","43.2"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2013-01","4","6","0","2.04","50.9","64.2","37.6"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2013-02","1","0","0","0.18","52.2","64.9","39.5"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2013-03","2","0","0","1.06","57.3","66.3","48.3"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2013-04","0","0","0","0.04","60.1","69.1","51.1"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2013-05","0","0","0","0.01","64.1","73.8","54.5"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2013-06","0","0","1","0.02","64.5","71.8","57.1"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2013-07","0","0","1","0.07","66.3","73.6","59.0"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2013-08","0","0","0","0.00","65.7","73.8","57.6"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2013-09","0","0","0","0.00","67.0","77.9","56.2"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2013-10","1","0","0","0.39","60.4","72.2","48.5"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2013-11","2","0","0","0.74","58.4","70.9","45.9"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2013-12","1","4","0","0.16","52.9","68.3","37.5"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2014-01","0","0","0","0.01","56.7","71.5","42.0"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2014-02","5","0","0","3.83","56.1","66.5","45.6"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2014-03","2","0","0","1.09","59.6","69.7","49.5"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2014-04","1","0","1","0.28","59.8","70.3","49.2"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2014-05","0","0","3","0.00","64.7","76.3","53.0"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2014-06","0","0","0","0.00","63.8","71.7","55.9"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2014-07","0","0","1","0.01","69.5","77.1","62.0"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2014-08","0","0","0","0.00","67.7","75.6","59.8"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2014-09","0","0","1","0.00","69.1","79.8","58.4"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2014-10","1","0","3","1.16","66.2","78.0","54.3"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2014-11","1","0","0","0.18","61.1","73.6","48.6"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2014-12","6","0","0","4.95","56.9","66.8","47.1"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2015-01","2","1","0","1.33","56.1","68.5","43.7"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2015-02","2","0","0","0.90","58.4","68.5","48.1"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2015-03","1","0","0","0.30","61.9","73.5","50.2"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2015-04","1","0","0","0.18","60.2","71.2","49.1"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2015-05","1","0","0","0.32","59.0","67.8","50.1"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2015-06","1","0","0","0.30","64.6","72.3","56.8"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2015-07","0","0","0","0.01","68.6","76.5","60.8"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","2015-08","0","0","1","0.00","71.1","80.7","61.4"
